term_str,n,max_pos
fairer,1,NN
fairy,1,NN
fait,1,NN
faith,18,NN
faithful,2,NN
faithless,1,NN
faker,2,NN
fall,40,NN
fallen,4,NN
falling,1,NN
falsehood,1,NN
fame,1,NN
familiar,1,NN
families,1,NN
family,100,NN
famous,1,NN
fancier,1,NN
fancies,3,NN
fancy,18,NN
fangs,3,NN
fanlight,1,NN
fantastic,1,NN
far,2,NN
fare,9,NN
farewell,1,NN
farintosh,1,NN
farm,13,NN
farmer,10,NN
farmhouse,1,NN
farrier,1,NN
farther,8,NN
farthest,1,NN
farthing,1,NN
fascination,3,NN
fashion,68,NN
fashioned,2,NN
fashionhe,1,NN
fast,5,NN
fastened,1,NN
fastening,1,NN
faster,2,NN
fat,5,NN
fate,38,NN
father,159,NN
fathers,20,NN
fathertook,1,NN
fathom,3,VB
fathomed,1,VB
fatigue,2,NN
fatigues,1,NN
fatter,1,NN
fattest,1,NN
fault,18,NN
faults,1,NN
faulty,1,NN
favour,21,NN
favourite,14,NN
favourites,2,NN
fear,84,NN
feared,1,NN
fearless,3,NN
fearlessness,3,NN
fears,5,NN
fearsome,1,NN
feast,1,NN
feat,2,NN
feather,7,NN
feathers,1,NN
feature,10,NN
featured,1,NN
featureless,1,NN
features,34,NN
fee,5,NN
feeble,1,NN
feebly,1,NN
feel,46,VB
feeling,31,NN
feelings,4,NN
feet,38,NN
feline,1,NN
fell,5,NN
fellow,131,NN
fellows,9,NN
fellowship,2,NN
felon,1,NN
felons,1,NN
felony,4,NN
felt,5,NN
female,2,NN
feminine,4,NN
fence,7,NN
fencing,1,NN
fender,3,NN
fens,1,NN
ferns,2,NN
ferocity,8,NN
ferret,2,NN
ferrule,1,NN
fertile,1,NN
fervour,1,NN
festival,1,NN
festivities,1,NN
festivity,1,NN
fetch,3,VB
feud,2,NN
feudal,1,NN
fever,19,NN
fiancéand,1,NN
fiction,1,NN
fiddle,2,NN
fiddles,1,NN
fidelity,5,NN
field,28,NN
fields,8,NN
fiend,4,NN
fiends,1,NN
fierce,11,NN
fierceness,1,NN
fiercer,1,NN
fiery,6,NN
fifteen,5,VB
fifth,3,NN
fifty,5,NN
fight,12,VB
fighter,3,NN
fighting,3,NN
figure,68,NN
figures,6,NN
file,4,NN
fill,11,VB
finally,7,NN
finance,1,NN
financier,2,NN
find,266,VB
finder,1,NN
findgood,1,VB
finding,6,NN
fine,6,NN
finer,3,NN
finesse,2,NN
finger,53,NN
fingers,15,NN
finish,3,VB
finished,3,NN
finishing,1,NN
fir,4,NN
fire,95,NN
fired,1,NN
firelock,3,NN
fireplace,11,NN
fires,2,NN
firm,21,NN
firmer,1,NN
firmly,2,NN
firmness,3,NN
firs,1,NN
first,50,NN
fish,7,NN
fishes,1,NN
fishing,2,NN
fissure,1,NN
fist,2,NN
fists,3,NN
fit,27,NN
fitting,3,NN
fittings,1,NN
five,13,NN
fiver,3,NN
fix,9,VB
fixedly,1,VB
fixture,2,NN
flabbiness,1,NN
flag,4,NN
flagstaff,2,NN
flagstone,1,NN
flame,11,NN
flames,2,NN
flaming,2,NN
flamingo,1,NN
flank,4,NN
flanks,1,NN
flap,5,NN
flare,1,NN
flaring,1,NN
flash,6,NN
flashing,3,NN
flask,6,NN
flat,2,NN
flattening,1,NN
flatter,2,NN
flattery,1,VB
flavour,2,NN
flaw,6,NN
flaxen,3,NN
fleck,1,NN
fleecy,1,NN
fleet,2,NN
flesh,3,NN
fleshless,2,NN
flew,2,NN
flickerin,1,NN
flickering,2,NN
flier,1,NN
flight,18,NN
flinch,1,VB
flint,3,NN
flipper,1,NN
flit,1,VB
flock,2,NN
flood,3,NN
floor,71,NN
flooring,2,NN
floors,1,NN
florin,1,NN
flourish,1,NN
flourishing,1,NN
flower,3,NN
flowers,4,NN
flown,2,NN
fluff,1,NN
fluffy,2,NN
fluid,2,NN
flung,4,NN
flush,8,NN
fluting,1,NN
flutter,2,NN
fly,20,VB
foam,2,NN
foaming,1,NN
focus,1,NN
foeman,2,NN
fog,18,NN
foggy,1,NN
foil,2,NN
fold,3,NN
folded,2,NN
foliage,2,NN
folk,35,NN
follies,1,NN
follow,43,VB
followed,5,NN
follows,2,NN
folly,1,NN
fond,14,NN
fonder,1,NN
fondness,1,NN
food,21,NN
fool,12,NN
foolbut,1,NN
foolish,1,VB
fools,2,NN
foolscap,5,NN
foot,71,NN
footclear,1,NN
footfall,3,NN
footing,4,NN
footman,1,NN
footmark,6,NN
footmarks,6,NN
footmen,1,NN
footpath,3,NN
footprint,3,NN
footprints,3,NN
footstep,1,NN
footsteps,4,NN
foppishness,1,NN
for,64,NN
forbear,1,VB
forbes,1,VB
forbid,3,NN
forbidden,2,NN
forbidding,1,NN
force,45,NN
forcethe,1,NN
fordham,1,VB
fore,1,NN
forearm,10,NN
forebodings,1,NN
forecast,2,NN
forecastle,2,NN
forefinger,9,NN
foreground,1,NN
forehead,19,NN
foreigner,1,NN
foreleg,1,NN
forelock,2,NN
foreman,4,NN
foremost,1,NN
forerunner,1,NN
foresee,2,VB
foresight,4,NN
forest,1,NN
foretell,1,VB
forever,14,NN
forfeit,1,VB
forger,2,NN
forgery,4,NN
forget,20,VB
forgetfulness,1,NN
forgive,6,VB
forgiveness,3,NN
forgiving,1,VB
forgo,1,VB
forgotten,4,VB
fork,1,NN
forlorn,1,NN
form,29,NN
formal,1,NN
formalities,1,NN
formation,1,NN
formed,1,NN
former,2,NN
formerly,1,NN
forms,3,NN
formula,1,NN
fort,16,NN
fortalice,1,NN
forte,1,NN
forth,8,NN
forthwith,1,NN
fortnight,3,NN
fortress,1,NN
fortunate,1,NN
fortunately,4,NN
fortune,36,NN
fortuneof,1,NN
fortunes,5,NN
forty,17,NN
forward,30,NN
forwards,1,NN
foster,1,NN
fought,1,NN
foul,8,NN
found,6,NN
founder,1,NN
founders,1,NN
four,9,NN
fourjonathan,1,NN
fourteen,4,NN
fourteenth,1,NN
fowl,1,NN
fowling,1,NN
fowls,2,NN
fox,1,NN
foxhound,1,NN
fraction,1,NN
fragment,5,NN
frail,3,NN
frame,6,NN
framework,5,NN
framing,1,NN
franchise,1,NN
frank,5,NN
frankland,1,NN
frankly,5,NN
frankness,3,NN
frantically,1,NN
fraud,3,NN
fray,1,NN
freak,1,NN
free,5,NN
freedom,10,NN
freely,1,VB
freemason,1,NN
freemasonry,1,NN
freeze,1,VB
frenzy,5,NN
frequently,2,NN
fresh,6,NN
freshness,1,NN
fret,1,VB
friction,1,NN
friend,252,NN
friendless,1,NN
friends,31,NN
friendship,10,NN
fright,11,NN
frighten,6,VB
frightened,3,NN
frill,1,NN
fringe,11,NN
frisco,4,VB
fritz,1,NN
fro,6,VB
frock,17,NN
from,12,NN
front,131,NN
frontier,1,NN
fronting,1,NN
frost,4,NN
frown,1,NN
frowning,2,NN
fruit,6,NN
fruitless,1,NN
ft,1,NN
fugitive,2,NN
fugitives,3,NN
fulfil,2,VB
fulfill,1,VB
fulfilled,1,VB
fulfilling,1,NN
fulfillment,1,NN
fulfilment,2,NN
full,1,NN
fuller,1,NN
fullers,1,NN
fuming,1,NN
fun,3,NN
function,2,NN
functions,1,NN
fund,3,NN
funds,1,NN
fungi,1,NN
funnel,1,NN
funny,1,NN
fur,2,NN
furiously,3,NN
furnace,1,NN
furnish,4,VB
furnished,4,NN
furniture,16,NN
further,8,NN
furthest,1,NN
furtive,2,NN
fury,12,NN
furze,3,NN
fuse,1,NN
fuss,3,NN
fust,1,NN
future,23,NN
futureby,1,NN
g,3,NN
gadabout,1,NN
gag,2,NN
gagged,1,NN
gaiety,2,NN
gain,15,VB
gained,2,NN
gainer,1,NN
gait,2,NN
gaiters,5,NN
gale,4,NN
galeand,1,NN
gallantry,1,NN
gallery,4,NN
gallop,3,NN
galloping,1,NN
gallows,3,NN
gambler,1,NN
game,49,NN
gamekeeper,2,NN
games,2,NN
gang,26,NN
gaol,4,NN
gap,9,NN
gaping,2,NN
gar,1,NN
garb,1,NN
garden,56,NN
gardener,1,NN
gardening,1,NN
garment,1,NN
garments,2,NN
garret,6,NN
garrison,1,NN
gas,15,NN
gasfitters,2,NN
gash,2,NN
gaslight,3,NN
gasogene,1,NN
gasp,2,NN
gasped,2,VB
gasping,1,NN
gate,51,NN
gatekeeper,2,NN
gates,5,NN
gateway,7,NN
gather,10,VB
gathering,2,NN
gaudiness,1,NN
gaudy,1,NN
gauge,1,NN
gaunt,9,NN
gauntlet,1,NN
gaze,11,NN
gazetteer,1,NN
gazing,5,NN
gear,2,NN
geese,9,NN
gem,2,NN
gems,7,NN
generalization,1,NN
generation,4,NN
generations,1,NN
generosity,5,NN
geneva,1,VB
geniality,1,NN
genially,1,NN
genii,1,NN
genius,14,NN
gent,1,NN
genteel,1,NN
gentle,1,NN
gentleman,102,NN
gentlemans,6,NN
gentlemen,22,NN
gentlemena,1,NN
gently,2,NN
gentry,1,NN
geology,1,NN
gericht,1,NN
gesellschaft,1,NN
gesture,12,NN
get,301,VB
gets,1,NN
gewohnt,1,NN
ghastliness,1,NN
ghastly,4,NN
ghost,6,NN
giant,5,NN
gibe,1,NN
giddy,1,NN
gift,3,NN
gifts,4,NN
giftsfor,1,NN
gig,1,NN
giggle,1,NN
giggling,2,NN
gilt,1,NN
gin,3,NN
gipsies,2,NN
gipsy,1,NN
gipsys,1,NN
girl,81,NN
girlhood,2,NN
girlie,1,NN
girls,8,NN
girlsome,1,NN
girt,1,NN
girth,1,NN
give,217,VB
given,1,NN
glad,16,NN
gladder,1,NN
glade,1,NN
gladly,1,NN
gladness,1,NN
glamour,3,NN
glance,57,NN
glances,2,NN
glancing,9,NN
glare,11,NN
glaring,2,NN
glass,59,NN
glasses,13,NN
glazed,1,NN
gleam,16,NN
gleaming,1,NN
glee,1,NN
gleefully,3,NN
glib,1,NN
glibly,1,NN
glide,1,VB
glimmer,9,NN
glimpse,27,NN
glint,11,NN
glisten,1,NN
glistened,1,NN
glistening,1,NN
glitter,4,NN
glittering,2,NN
globe,2,NN
gloom,28,NN
gloomily,2,NN
gloomy,2,NN
glorify,2,VB
glorious,1,VB
glory,1,NN
gloss,2,NN
glossy,1,NN
glove,4,NN
gloves,3,NN
glow,7,NN
glowing,4,NN
gnarled,1,NN
go,288,VB
goat,1,NN
god,10,NN
godless,2,NN
gods,3,NN
godsa,1,NN
goes,5,NN
going,10,NN
gold,48,NN
golf,1,NN
gone,31,NN
gonone,1,VB
good,89,NN
goodferrier,1,NN
goodness,10,NN
goods,1,NN
goodwill,1,NN
goose,24,NN
gorge,1,NN
gorges,2,NN
gorillas,1,NN
gorse,1,NN
gospel,1,NN
gossip,12,NN
gossiping,1,NN
got,3,NN
governess,5,NN
government,13,NN
governor,4,NN
governorhow,1,NN
gown,24,NN
goyal,2,NN
goût,1,NN
grabs,1,NN
grace,10,NN
graceful,1,NN
gracious,1,VB
grain,3,NN
grandeur,3,NN
grandfather,2,NN
grandmother,1,NN
granite,11,NN
grant,1,NN
granted,1,NN
grasp,14,NN
grass,21,NN
grassy,1,NN
grate,6,NN
grating,1,NN
gratitude,6,NN
grave,19,NN
gravel,11,NN
gravely,11,NN
graver,1,NN
gravity,5,NN
gray,3,NN
graybeard,1,NN
grayish,1,NN
grazier,1,NN
greasy,1,NN
great,8,NN
greatcoat,1,NN
greatness,3,NN
greed,3,NN
green,6,NN
greengrocer,1,NN
greet,4,VB
greeting,6,NN
gregson,2,NN
greuze,1,NN
grey,35,NN
greyish,1,NN
grief,16,NN
griefof,1,NN
grievance,2,NN
grieve,1,VB
grieved,1,NN
grieving,1,NN
grim,3,NN
grime,2,NN
grimly,3,NN
grimpen,1,NN
grimy,3,NN
grin,7,NN
grind,1,NN
grinder,1,NN
grinning,2,NN
grip,24,NN
gripsack,3,NN
gritty,1,NN
grizzle,1,NN
grizzly,1,NN
groan,7,NN
groaned,1,NN
groans,1,NN
grocer,2,NN
groom,11,NN
groove,1,NN
grossness,1,NN
grotesque,4,NN
ground,79,NN
groundless,1,NN
groundlet,1,NN
grounds,12,NN
group,15,NN
groups,1,NN
grouse,1,NN
grove,4,NN
grow,4,VB
growler,1,NN
grown,1,VB
growth,1,NN
grudge,6,NN
gruff,2,NN
gruffly,1,NN
gruffness,1,NN
grumbling,1,NN
gs,1,NN
guarantee,1,NN
guard,44,NN
guarded,1,NN
guardian,1,NN
guardianship,1,NN
guards,1,NN
guardsmen,1,NN
guess,38,NN
guessed,4,NN
guessing,1,NN
guesswork,1,NN
guest,3,NN
guests,1,NN
guggling,1,NN
guidance,4,NN
guide,21,NN
guides,1,NN
guilt,13,NN
guinea,8,NN
guineas,2,NN
guise,1,NN
gull,1,NN
gullet,1,NN
gulp,1,NN
gum,3,NN
gun,33,NN
gunners,1,NN
gunpowder,1,NN
guns,3,NN
gunshot,2,NN
gush,1,NN
gushes,1,NN
gust,1,NN
gutted,1,NN
gutter,1,NN
guttering,2,NN
guvnor,1,NN
gypsies,3,NN
h,1,NN
ha,45,NN
habit,23,NN
habitation,1,NN
habitdestructive,1,NN
habits,15,NN
habitsvery,1,NN
had,25,NN
hadnt,4,NN
haggard,11,NN
hail,2,NN
haint,1,NN
hair,87,NN
haired,5,NN
hairiness,1,NN
hairless,1,NN
hairpin,1,NN
hairs,2,NN
hairy,4,NN
halcyon,1,NN
hale,2,NN
half,121,NN
halfway,2,NN
hall,62,NN
hallao,1,NN
halloa,9,NN
halloo,1,NN
halls,1,NN
halt,5,NN
halter,1,NN
halting,2,NN
ham,4,NN
hamlet,4,NN
hammer,12,NN
hammers,1,NN
hampshire,1,NN
hams,1,NN
hand,464,NN
handcuffed,1,NN
handcuffs,1,NN
handed,6,NN
handedness,1,NN
handful,1,NN
handkerchief,19,NN
handkerchiefs,1,NN
handle,11,NN
handled,1,VB
handling,2,NN
hands,101,NN
handsome,7,NN
handsoyou,1,NN
handwriting,5,NN
handy,2,NN
hang,11,VB
hanging,3,NN
hangings,1,NN
hangman,1,NN
hansom,22,NN
haphazard,1,NN
happen,14,VB
happened,15,NN
happenings,1,NN
happiness,6,NN
happy,2,NN
hard,15,NN
harder,2,NN
hardihood,1,NN
hardly,1,NN
hardship,3,NN
hardware,2,NN
harem,2,NN
harems,1,NN
hark,2,NN
harm,32,NN
harmless,2,NN
harmonium,1,NN
harmony,2,NN
harness,4,NN
harold,1,NN
harsh,4,NN
harts,1,NN
harvest,1,NN
has,14,NN
hasp,3,NN
haste,6,NN
hastening,1,NN
hastily,1,NN
hat,74,NN
hatbut,1,NN
hatchway,1,NN
hate,7,VB
hatful,1,NN
hath,1,NN
hatred,5,NN
hats,1,NN
haughty,1,NN
haul,3,NN
haunch,1,NN
haunt,1,VB
have,1289,VB
haven,1,NN
havent,2,NN
hawk,3,NN
hawklike,1,NN
haze,9,NN
hazel,3,NN
he,492,NN
head,263,NN
headache,2,NN
headed,5,NN
headgear,1,NN
heading,7,NN
headlines,1,NN
headquarters,3,NN
heads,6,NN
headway,1,NN
heal,1,VB
healer,1,NN
health,23,NN
heap,14,NN
heaps,2,NN
hear,123,VB
heard,45,NN
hearing,5,NN
hearsone,1,NN
heart,162,NN
hearta,1,NN
hearted,3,NN
heartfelt,2,NN
hearth,2,NN
heartily,8,NN
heartit,1,NN
heartless,1,VB
hearts,5,NN
hearty,8,NN
heat,3,NN
heath,1,NN
heather,1,NN
heating,1,NN
heave,1,NN
heaven,10,NN
heavens,19,NN
heavier,2,NN
heavily,4,NN
heavy,14,NN
hed,4,NN
hedge,13,NN
heed,1,NN
heel,9,NN
heelless,1,NN
heels,19,NN
heh,2,NN
height,25,NN
heights,1,NN
heinous,1,NN
heir,14,NN
heiress,4,NN
held,3,NN
helen,1,NN
hell,19,NN
hellish,1,VB
helm,1,NN
help,167,VB
helper,2,NN
helpless,8,NN
helpmate,1,NN
hemorrhage,1,NN
hen,3,NN
hence,5,NN
hens,1,NN
her,164,NN
herald,1,NN
heran,1,NN
herand,1,VB
herd,3,NN
here,163,NN
hereabouts,1,NN
hereah,1,VB
heredity,1,NN
herei,1,NN
heres,6,VB
hero,2,NN
heroes,1,NN
heroic,1,NN
herring,1,NN
hers,4,NN
herself,13,NN
hes,20,NN
hesitate,4,VB
hesitating,2,NN
hesitation,8,NN
hid,2,NN
hidden,3,NN
hide,17,VB
hiding,16,NN
hieroglyphic,1,NN
high,19,NN
highest,1,NN
highly,1,NN
highroad,4,NN
highway,3,NN
hilarity,1,NN
hill,32,NN
hills,5,NN
hillside,1,NN
hillsides,1,NN
him,725,NN
himall,1,NN
himself,69,NN
himto,1,NN
hind,2,NN
hinder,2,NN
hinders,1,NN
hindrance,2,NN
hinge,2,NN
hinges,3,NN
hint,8,NN
hip,2,NN
hire,4,VB
his,26,NN
hiss,2,NN
hissing,1,NN
hist,1,NN
historian,2,NN
history,20,NN
hit,3,NN
hive,1,NN
hoard,2,NN
hoarse,5,NN
hoarsely,2,NN
hoax,3,NN
hoaxwhich,1,NN
hobbies,1,NN
hobby,7,NN
hocus,1,NN
hogshead,1,NN
hold,45,VB
holder,8,NN
hole,25,NN
holeand,1,NN
holes,1,NN
holiday,6,NN
hollow,16,NN
holmes,17,NN
holy,2,NN
home,121,NN
homecomings,1,NN
homes,1,NN
homespun,1,NN
homestead,1,NN
homesteads,1,NN
homeward,1,NN
honest,8,NN
honestly,1,NN
honesty,2,NN
honeydew,1,NN
honeymoon,2,NN
honeysuckle,1,NN
honour,34,NN
hood,2,NN
hoofs,5,NN
hook,11,NN
hookah,4,NN
hoot,1,NN
hooting,1,NN
hop,1,NN
hope,72,NN
hoped,1,NN
hopeless,6,NN
hopes,6,NN
horizon,9,NN
hornets,1,NN
hornfor,1,NN
horns,1,NN
horny,1,NN
horrible,2,NN
horribly,1,NN
horrid,2,NN
horrify,3,NN
horror,60,NN
horse,85,NN
horseback,4,NN
horsehair,1,NN
horseman,1,NN
horses,24,NN
horseshoe,2,NN
horsey,1,NN
hosmer,1,VB
hosmermr,1,NN
hospital,14,NN
hospitality,5,NN
hospitals,1,NN
host,7,NN
hostelry,1,NN
hostess,2,NN
hosts,1,NN
hot,2,NN
hotel,51,NN
hotels,5,NN
hotly,1,NN
hotspur,1,NN
hound,73,NN
hounds,1,NN
hour,149,NN
hours,31,NN
house,465,NN
housefor,1,NN
household,19,NN
housekeeper,17,NN
housekeepers,5,NN
housemaid,4,NN
houses,15,NN
housesweet,1,NN
hover,1,NN
how,74,NN
however,279,NN
howl,4,NN
howling,3,NN
howls,1,NN
hubbub,2,NN
hudson,2,NN
hue,6,NN
huffed,1,NN
huge,1,NN
hullo,10,NN
hum,25,NN
human,2,NN
humanity,2,NN
humbler,1,NN
humiliation,3,NN
humming,1,NN
humoredly,2,NN
humour,16,NN
humouredly,1,NN
humours,1,NN
hundred,3,NN
hundreds,1,NN
hung,20,NN
hunger,4,NN
hunt,16,NN
hunter,15,NN
hunters,5,NN
hunting,2,NN
hurl,3,VB
hurls,1,NN
hurriedly,3,NN
hurry,25,NN
hurt,11,VB
husband,76,NN
husbands,10,NN
husbandthe,1,NN
hush,12,NN
husky,2,NN
hut,21,NN
hutch,1,NN
huts,3,NN
hydraulics,1,NN
hydrocarbon,1,NN
hymn,1,NN
hypochondriac,1,NN
hypothesis,16,NN
hypothesisor,1,NN
hæmoglobin,2,NN
i,721,NN
ice,3,NN
ichneumon,1,NN
id,5,NN
idea,94,NN
ideal,3,NN
ideals,1,NN
ideas,3,NN
ideasan,1,NN
identification,4,NN
identified,1,NN
identify,5,VB
identities,1,NN
identity,14,NN
idiot,3,NN
idler,1,NN
idlers,1,NN
if,79,NN
ignorance,6,NN
ignorant,3,NN
ignore,1,VB
ii,1,NN
iii,1,NN
il,1,NN
ill,42,NN
illness,15,NN
illuminate,1,VB
illumination,1,NN
illusion,1,NN
illustrate,2,VB
im,12,NN
image,1,NN
imagination,16,NN
imagine,72,VB
imbecile,3,NN
imbecility,1,NN
imitate,4,VB
imitated,1,NN
imitation,2,NN
imitator,1,NN
immaculate,2,NN
immediate,1,NN
immemorial,1,NN
immense,4,NN
immensely,2,NN
immigrants,1,NN
immobility,1,NN
imp,2,NN
impassive,3,NN
impatience,13,NN
impatient,2,NN
impatiently,7,NN
impediment,1,NN
impertinence,1,NN
imperturbably,3,NN
impetus,1,NN
implicate,4,VB
implore,4,VB
imply,2,VB
import,2,NN
importance,91,NN
important,3,NN
imports,1,NN
imposing,1,NN
impossibility,3,NN
impossible,10,NN
imposture,1,NN
impotence,2,NN
impotent,2,NN
impress,4,NN
impresses,1,NN
impression,61,NN
impressions,7,NN
imprisonment,4,NN
improbable,1,NN
improve,1,VB
improvement,1,NN
improvisation,1,NN
imprudence,2,NN
imprudent,1,NN
impudent,1,NN
impulse,5,NN
impunity,3,NN
in,132,NN
inaction,3,NN
inarticulate,2,NN
incarnate,1,NN
inception,1,NN
incessant,1,NN
incessantly,1,NN
inch,10,NN
incident,37,NN
incisive,1,NN
inclement,1,NN
inclination,1,NN
inclinations,1,NN
incognito,2,NN
income,10,NN
inconceivable,1,VB
inconvenience,6,NN
inconvenient,1,NN
increase,3,VB
increased,1,VB
incredulity,6,NN
incredulous,1,NN
incredulously,1,NN
incriminate,2,VB
incur,1,VB
incurred,1,NN
indecision,4,NN
indeed,70,NN
indeedif,1,NN
indefatigable,1,NN
indentation,1,NN
independently,1,NN
index,2,NN
indicate,10,VB
indicated,4,NN
indication,7,NN
indications,5,NN
indifference,5,NN
indifferent,2,NN
indignant,2,NN
indignation,5,NN
indigo,1,NN
indirect,1,VB
indiscreet,1,NN
indiscretion,1,NN
indisposition,1,NN
indistinguishable,1,VB
individual,9,NN
individuality,5,NN
individuals,1,VB
indoors,2,NN
indorse,1,VB
induce,9,VB
indulge,2,VB
indulgently,1,NN
industry,3,NN
inexorably,1,NN
inexplicable,1,NN
inexpressible,1,NN
infallibility,1,NN
infamy,1,NN
infer,2,VB
inference,14,NN
inferences,4,NN
inferencethat,1,NN
infinite,1,NN
infinity,1,NN
infirm,1,NN
infirmity,1,NN
influence,28,NN
influences,1,NN
inform,6,VB
informality,1,NN
information,44,NN
informed,1,VB
informer,1,NN
infringement,1,NN
ingenious,1,NN
ingenuity,2,NN
inglenook,1,NN
inhabitants,1,NN
inhabited,2,NN
inhalation,1,NN
inherit,1,VB
inheritance,2,NN
inhospitality,1,NN
inimitable,1,NN
inimitably,1,NN
initials,3,NN
initiate,1,NN
initiation,2,NN
injections,1,NN
injunction,2,NN
injunctions,1,NN
injure,3,VB
injured,2,NN
injuries,2,NN
injury,9,NN
injustice,7,NN
ink,22,NN
inkling,1,NN
inland,1,NN
inmate,1,NN
inmost,2,NN
inn,10,NN
inner,10,NN
innermost,1,NN
innocence,5,NN
innocent,2,NN
inquest,12,NN
inquire,8,VB
inquirer,1,NN
inquiries,13,NN
inquiry,38,NN
inquisition,1,NN
insane,1,NN
insanely,1,NN
inscription,8,NN
insect,1,NN
insects,1,NN
insensibility,2,NN
inside,27,NN
insight,3,NN
insignificant,2,NN
insinuating,1,NN
insist,2,VB
insolence,1,NN
inspect,3,VB
inspection,6,NN
inspector,76,NN
inspiration,1,VB
inspire,3,VB
inspires,1,NN
inst,3,NN
instance,13,NN
instant,131,NN
instantly,3,NN
instead,1,VB
instep,3,NN
instinct,6,NN
instincts,1,NN
institution,1,NN
instruction,1,NN
instructions,3,NN
instrument,8,NN
instrumenta,1,NN
instrumentit,1,NN
instruments,1,NN
insufficient,1,NN
insult,5,VB
insurance,1,NN
insure,1,VB
intact,1,NN
intake,1,NN
intaking,1,NN
intellect,1,NN
intelligence,17,NN
intelligent,1,NN
intend,4,VB
intended,1,VB
intending,2,NN
intense,1,NN
intensity,4,NN
intent,3,NN
intention,37,NN
intentions,2,NN
intently,7,NN
intentness,2,NN
inter,1,NN
intercourse,1,NN
interest,126,NN
interested,1,NN
interesting,6,NN
interests,2,NN
interfere,8,VB
interference,4,NN
interfering,1,NN
interim,1,NN
interjection,1,NN
internally,1,NN
interplay,1,NN
interpret,1,VB
interpretation,1,NN
interpreter,8,NN
interpreters,1,NN
interrogate,1,VB
interrupt,4,VB
interrupted,2,NN
interruption,6,NN
intersected,1,VB
interval,5,NN
intervals,1,NN
intervening,1,NN
interview,37,NN
intimacy,6,NN
intimate,7,NN
intimately,2,NN
intimation,1,NN
into,4,NN
intrigue,4,NN
introduce,9,VB
introduced,1,NN
introduction,5,NN
introductions,1,NN
introspect,1,VB
intrude,2,VB
intruder,6,NN
intrusion,8,NN
intuition,5,NN
intuitions,1,NN
invaders,1,NN
invalid,4,NN
invariably,1,NN
invent,4,VB
invention,2,NN
inventory,2,NN
invest,1,VB
investigate,4,VB
investigated,1,VB
investigation,40,NN
investigations,5,NN
investigator,3,NN
investment,2,NN
invisibility,3,NN
invitation,4,NN
invoke,1,VB
involuntarily,1,NN
involved,1,NN
inward,5,NN
iodoform,1,NN
iota,1,NN
irenes,1,NN
iron,43,NN
irony,1,NN
irregulars,1,NN
irresolute,1,NN
irresolution,2,NN
irritation,2,NN
is,133,NN
island,8,NN
islander,1,NN
isnt,7,NN
isolate,1,NN
isolation,1,NN
issue,6,NN
issues,1,NN
iswell,1,NN
it,1467,NN
italian,1,NN
iteh,1,NN
item,3,NN
itll,1,NN
its,107,NN
itself,18,NN
itthat,1,VB
ive,18,NN
ivory,2,NN
ivy,5,NN
j,1,NN
jabbed,1,NN
jabber,1,VB
jack,6,NN
jackal,1,NN
jacket,16,NN
jagged,2,NN
jail,1,NN
jailer,1,NN
jangling,1,NN
janitor,1,NN
jar,2,NN
jargon,1,NN
jarring,1,NN
jaundice,1,NN
jauntiness,1,NN
jaunty,2,NN
jaw,9,NN
jawed,2,NN
jaws,3,NN
jealousy,8,NN
jephro,2,NN
jerk,3,NN
jerkily,1,NN
jerky,6,NN
jessamine,1,NN
jest,5,NN
jesting,1,NN
jet,3,NN
jets,1,NN
jetty,2,NN
jewel,9,NN
jewellers,1,NN
jewellery,1,NN
jewelry,1,NN
jewels,2,NN
jezail,1,NN
jim,1,NN
jimmy,1,NN
job,41,NN
jockey,4,NN
jocosely,1,NN
john,3,NN
join,10,VB
joiner,1,NN
joint,1,NN
joke,13,NN
joker,1,NN
jokes,2,NN
joking,2,NN
jollification,1,NN
jonathan,3,NN
joseph,1,NN
jot,1,VB
journal,3,NN
journey,47,NN
journeying,1,NN
journeys,1,NN
jovial,3,NN
joviality,1,NN
joy,23,NN
judge,26,VB
judges,1,NN
judgment,17,NN
jug,1,NN
jump,8,NN
jumping,2,NN
jumpingwhich,1,NN
jumpy,1,NN
juncture,1,NN
junior,2,NN
junk,1,NN
jurisdiction,3,NN
jury,13,NN
just,8,NN
justice,36,NN
justification,4,NN
justified,2,NN
justify,2,VB
jutting,2,NN
jw,1,NN
k,1,NN
kaleidoscope,1,NN
keel,1,NN
keen,9,NN
keener,1,NN
keenest,1,VB
keenly,1,VB
keep,102,VB
keeper,14,NN
keepers,1,NN
keeping,1,NN
keeps,1,VB
keepsake,1,NN
keg,1,NN
kempt,1,NN
kept,5,VB
kerchief,1,NN
kettle,6,NN
key,53,NN
keyhole,1,NN
keys,4,NN
khitmutgar,3,NN
kick,3,NN
kicking,1,NN
kidnap,1,VB
kilburn,2,VB
kill,13,VB
killed,2,NN
killing,8,NN
kin,3,NN
kind,74,NN
kindliness,1,NN
kindly,4,NN
kindness,17,NN
king,2,NN
kingdom,4,NN
kinship,1,NN
kiss,2,VB
kissing,1,NN
kitchen,27,NN
kith,1,VB
knee,21,NN
kneel,1,VB
knees,13,NN
kneesuntil,1,NN
knelt,1,VB
knew,8,VB
knife,48,NN
knitted,1,VB
knob,1,NN
knock,17,VB
knocked,2,NN
knocker,2,NN
knockin,1,VB
knocking,2,NN
knoll,1,NN
knot,10,NN
knots,1,NN
knotty,1,NN
know,313,VB
knowing,7,NN
