term_str,n,n_chars,p,i,max_pos,df,idf,dfidf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
gush,1,4,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,3.68671467376918e-06,0.0009622325298537,0.0,0.0009622325298537,0,0,1,0,1,1,0,0,0,0,-1
hag,1,3,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,2.141940147859071e-05,0.0055904637859121,0.0,0.0055904637859121,0,0,1,1,0,1,0,0,0,0,-1
haggard,20,7,2.2770536747092204e-05,15.422472175353958,NN,18,3.857980995127572,69.4436579122963,7.99738202556602e-05,0.0208731670867273,0.0,0.0032917926579586,0,0,0,0,0,1,0,1,0,0,-1
hail,6,4,6.8311610241276606e-06,17.159437769520164,NN,5,5.705977901682522,28.52988950841261,4.491602408444747e-05,0.0117230822860407,0.0,0.0058643143902184,0,0,0,0,0,1,1,0,0,1,0
hairy,4,5,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,2.474360082662344e-05,0.0064580798157487,0.0,0.0021659741274056,0,0,1,0,0,1,0,0,0,0,-1
hallucination,1,13,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.6011587987119344e-05,0.0041790244646381,0.0,0.0041790244646381,0,0,0,1,0,1,0,0,0,0,-1
halter,3,6,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,2.443731115040269e-05,0.0063781382102551,0.0,0.0030842237893004,1,0,0,1,0,1,0,1,0,0,-1
halting,4,7,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,2.324003980954836e-05,0.0060656503902921,0.0,0.00198940791966,0,0,0,1,0,1,0,1,0,0,-1
hanging,33,7,3.757138563270213e-05,14.700006150882864,VB,24,3.4429434958487284,82.63064390036948,9.590491404498798e-05,0.0250311825657418,0.0,0.0047951859273659,1,0,1,1,0,1,0,1,0,0,-1
hangman,2,7,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.6419338005589748e-05,0.0042854472194589,0.0,0.0026957828908975,0,0,0,1,0,1,0,0,0,0,-1
happily,11,7,1.252379521090071e-05,16.28496865160402,RB,10,4.705977901682522,47.059779016825225,6.406650089753044e-05,0.0167213567342554,0.0,0.0034225293830418,0,0,0,0,1,0,1,0,0,0,1
happiness,15,9,1.7077902560319152e-05,15.8375096746328,NN,12,4.442943495848728,53.31532195018474,7.064335583652502e-05,0.018437915873333,0.0,0.0040760949503199,0,1,0,0,1,0,1,0,0,0,1
happy,70,5,7.96968786148227e-05,13.615117253296352,JJ,46,2.5043440405128714,115.19982586359208,0.0001519739854182,0.039665210194171,0.0,0.0029602175419773,0,1,0,0,1,0,1,0,0,1,1
hardened,17,8,1.9354956235028373e-05,15.65693742899098,VB,17,3.940443155319545,66.98753364043226,6.499085379765274e-05,0.0169626128411873,0.0,0.0015761772621278,1,0,1,1,0,1,0,0,0,0,-1
hardship,3,8,3.4155805120638303e-06,18.159437769520164,NN,2,7.027905996569885,14.05581199313977,1.8203351826869252e-05,0.0047510748268128,0.0,0.0039449374103676,0,0,0,0,0,1,0,1,0,0,-1
hardy,3,5,3.4155805120638303e-06,18.159437769520164,NN,2,7.027905996569885,14.05581199313977,1.232345670117706e-05,0.0032164221990072,0.0,0.0024035246226299,0,0,0,0,1,0,1,0,0,1,1
harm,61,4,6.945013707863122e-05,13.813662932678431,NN,47,2.4733171448922477,116.24590580993562,0.0001613664316447,0.0421166386592886,0.0,0.0028331238773107,0,0,0,1,0,1,0,0,0,0,-1
harmoniously,1,12,1.1385268373546102e-06,19.74440027024132,RB,1,8.027905996569885,8.027905996569885,9.666329517050997e-06,0.0025229120039503,0.0,0.0025229120039503,0,0,0,0,1,0,1,0,0,1,1
harmony,2,7,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,6.3837390940399386e-06,0.0016661559035444,0.0,0.0012597071153557,0,0,0,0,1,0,1,0,0,1,1
harry,91,5,0.0001036059421992,13.236605630042623,NN,17,3.940443155319545,66.98753364043226,0.0006806176616336,0.1776412096863953,0.0,0.0337366708503385,1,0,0,0,0,1,0,1,0,0,-1
harvest,1,7,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,3.316612090064294e-06,0.0008656357555067,0.0,0.0008656357555067,0,1,0,0,1,0,1,0,0,0,1
hate,32,4,3.6432858795347525e-05,14.74440027024132,VB,27,3.273018494406416,88.37149934897323,0.0001403651434625,0.0366353024437246,0.0,0.0030027692609233,1,0,1,1,0,1,0,1,0,0,-1
hateful,7,7,7.969687861482271e-06,16.937045348183716,JJ,7,5.22055107451228,36.54385752158596,3.204155823641571e-05,0.0083628466997045,0.0,0.0030673038040612,1,0,1,1,0,1,0,1,0,0,-1
hating,2,6,2.2770536747092203e-06,18.74440027024132,VB,1,8.027905996569885,8.027905996569885,1.877793682738477e-05,0.0049010415119474,0.0,0.0049010415119474,1,0,0,0,0,1,0,0,0,0,-1
hatred,14,6,1.5939375722964542e-05,15.937045348183716,NN,13,4.327466278428792,56.2570616195743,5.954742138734379e-05,0.0155418769820967,0.0,0.0024421367259756,1,0,1,1,0,1,0,1,0,0,-1
haughty,2,7,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.7415920450091585e-05,0.0045455552374739,0.0,0.0034947319724365,1,0,0,0,0,1,0,0,0,0,-1
haunt,3,5,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,1.9000787934899565e-05,0.0049592056510087,0.0,0.0019226927770363,0,0,0,1,0,1,0,0,0,0,-1
haunted,7,7,7.969687861482271e-06,16.937045348183716,VB,7,5.22055107451228,36.54385752158596,5.160117106615073e-05,0.0134679056482653,0.0,0.0036354812496603,0,0,0,1,0,1,0,1,0,0,-1
haven,2,5,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,3.560822017143714e-05,0.009293745464745,0.0,0.0065927823607597,0,0,0,0,0,0,1,0,0,1,1
havoc,2,5,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.555273034753086e-05,0.0040592626207055,0.0,0.0023839572579952,1,0,0,1,0,1,0,0,0,0,-1
haze,10,4,1.1385268373546102e-05,16.422472175353956,NN,7,5.22055107451228,36.54385752158596,3.635550210617164e-05,0.0094887860497107,0.0,0.0023952975794963,0,0,0,1,0,1,0,0,0,0,-1
heal,1,4,1.1385268373546102e-06,19.74440027024132,VB,1,8.027905996569885,8.027905996569885,4.515305420325347e-06,0.0011784947147049,0.0,0.0011784947147049,0,0,0,0,1,0,1,0,0,1,1
hearing,49,7,5.57878150303759e-05,14.12969042612611,VB,41,2.6703539919518007,109.48451367002384,0.0001514028706989,0.0395161492524387,0.0,0.0029312338001666,0,0,0,1,0,1,0,0,0,0,-1
heartfelt,2,9,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.7760255294273195e-05,0.0046354266318053,0.0,0.0027009631039853,0,0,0,0,1,0,1,1,0,1,1
heartily,30,8,3.4155805120638304e-05,14.8375096746328,NN,28,3.2205510745122803,90.17543008634384,9.775380473237869e-05,0.0255137430351508,0.0,0.0016835081414073,0,0,0,0,1,0,1,0,0,0,1
heartless,4,9,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,2.230939931921504e-05,0.0058227532223151,0.0,0.0023750614643695,0,0,0,0,0,1,0,1,0,0,-1
heathen,3,7,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,2.913353097615141e-05,0.0076038515847755,0.0,0.0027185415594298,0,0,0,1,0,1,0,0,0,0,-1
heavenly,2,8,2.2770536747092203e-06,18.74440027024132,NN,1,8.027905996569885,8.027905996569885,2.637929718975666e-05,0.0068849965665264,0.0,0.0068849965665264,0,1,0,0,1,0,1,0,0,1,1
heavens,42,7,4.781812716889362e-05,14.35208284746256,NN,29,3.169925001442312,91.92782504182703,0.000118606507983,0.0309562985835737,0.0,0.0030232951849712,0,0,0,0,1,0,1,0,0,1,1
hell,95,4,0.0001081600495486,13.174544661910373,NN,61,2.0971686590069982,127.9272881994269,0.0002490255024909,0.0649956561501352,0.0,0.0048405508574887,1,0,1,1,0,1,0,1,0,0,-1
hellish,4,7,4.554107349418441e-06,17.744400270241318,JJ,4,6.027905996569885,24.11162398627954,1.563435557809434e-05,0.0040805668058826,0.0,0.001428075336785,1,0,1,1,0,1,0,1,0,0,-1
helper,2,6,2.2770536747092203e-06,18.74440027024132,NN,1,8.027905996569885,8.027905996569885,3.557719105113211e-06,0.0009285646864345,0.0,0.0009285646864345,0,0,0,0,0,0,1,0,0,1,1
helpful,2,7,2.2770536747092203e-06,18.74440027024132,JJ,2,7.027905996569885,14.05581199313977,2.6543968125245782e-05,0.0069279756806891,0.0,0.0050853154823226,0,0,0,0,1,0,1,0,0,1,1
helpless,30,8,3.4155805120638304e-05,14.8375096746328,NN,23,3.5043440405128714,80.59991293179604,0.0001147752343409,0.0299563361629816,0.0,0.0033470334675385,0,0,0,1,0,1,0,1,0,0,-1
hemorrhage,1,10,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.5465738396649368e-06,0.0004036557721525,0.0,0.0004036557721525,0,0,1,1,0,1,0,1,0,0,-1
hero,14,4,1.5939375722964542e-05,15.937045348183716,NN,13,4.327466278428792,56.2570616195743,8.783482486911488e-05,0.0229248892908389,0.0,0.0026945618172034,0,1,0,0,1,0,1,0,1,1,1
heroic,4,6,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,2.8690082481971067e-05,0.0074881115277944,0.0,0.0027752790039456,0,0,0,0,1,0,1,0,1,1,1
heroine,3,7,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,2.8195999487074105e-05,0.0073591558661263,0.0,0.0034845557035417,0,0,0,0,0,0,1,0,0,1,1
hesitation,28,10,3.1878751445929084e-05,14.937045348183716,NN,25,3.38404980679516,84.601245169879,0.0001213925084036,0.0316834446933421,0.0,0.0029697672723081,0,0,0,1,0,1,0,0,0,0,-1
hideous,14,7,1.5939375722964542e-05,15.937045348183716,JJ,13,4.327466278428792,56.2570616195743,6.718306489712027e-05,0.0175347799381483,0.0,0.0029318877225127,0,0,1,1,0,1,0,1,0,0,-1
highest,28,7,3.1878751445929084e-05,14.937045348183716,JJ,22,3.568474377932587,78.50643631451692,9.682933740656944e-05,0.0252724570631146,0.0,0.0024695324414758,0,1,0,1,1,1,1,0,1,0,0
hilarious,1,9,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,8.319789159658173e-06,0.0021714649706707,0.0,0.0021714649706707,0,0,0,0,1,0,1,0,1,0,1
hilarity,1,8,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,8.738142194106892e-06,0.0022806551126618,0.0,0.0022806551126618,0,0,0,0,1,0,1,0,0,0,1
hire,16,4,1.8216429397673763e-05,15.74440027024132,VB,10,4.705977901682522,47.059779016825225,0.0001039324513226,0.0271263697952128,0.0,0.0070308434786093,0,1,0,0,1,0,1,0,0,1,1
hiss,8,4,9.10821469883688e-06,16.744400270241318,NN,8,5.027905996569885,40.22324797255908,4.689174986724088e-05,0.0122387467153498,0.0,0.0030564778094649,1,0,0,1,0,1,0,0,0,0,-1
hit,32,3,3.6432858795347525e-05,14.74440027024132,VB,29,3.169925001442312,91.92782504182703,0.0001319437030964,0.0344373065081839,0.0,0.0044615411702214,1,0,0,0,0,1,0,0,0,0,-1
hoary,1,5,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,8.902535607310062e-06,0.0023235617935079,0.0,0.0023235617935079,0,0,0,0,0,1,0,1,0,0,-1
hoax,9,4,1.0246741536191492e-05,16.574475268799006,NN,8,5.027905996569885,40.22324797255908,4.543734960965102e-05,0.0118591482481189,0.0,0.0037761216647163,1,0,1,0,0,1,0,1,1,0,-1
hobby,16,5,1.8216429397673763e-05,15.74440027024132,NN,13,4.327466278428792,56.2570616195743,7.552481062961013e-05,0.0197119755743282,0.0,0.0048751028296231,0,0,0,0,1,0,1,0,0,0,1
hog,3,3,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,3.4057170573254885e-05,0.0088889215196195,0.0,0.0037007142423025,0,0,1,0,0,1,0,0,0,0,-1
holiday,16,7,1.8216429397673763e-05,15.74440027024132,NN,14,4.22055107451228,59.087715043171926,7.68733588405882e-05,0.0200639466573935,0.0,0.0030244006266659,0,1,0,0,1,0,1,0,0,0,1
hollow,25,6,2.8463170933865253e-05,15.100544080466594,NN,18,3.857980995127572,69.4436579122963,7.78301854879414e-05,0.0203136784123527,0.0,0.0031966699079254,0,0,0,0,0,1,0,1,0,0,-1
homicidal,2,9,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,2.393495754784648e-05,0.0062470239199879,0.0,0.0035512410290903,1,0,0,1,0,1,0,0,0,0,-1
honest,47,6,5.351076135566668e-05,14.189811418563682,JJ,37,2.818452630940935,104.28274734481458,0.0001522281226598,0.0397315400142283,0.0,0.0036999706346451,1,0,1,1,1,0,1,1,0,1,1
honesty,4,7,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,2.069838702211329e-05,0.0054022790127715,0.0,0.0017446905923501,0,0,0,0,0,0,1,0,0,1,1
honeymoon,3,9,3.4155805120638303e-06,18.159437769520164,NN,2,7.027905996569885,14.05581199313977,3.2424537984630626e-05,0.0084628044139885,0.0,0.0067381649056278,0,1,0,0,1,0,1,0,1,1,1
honor,1,5,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.1213365119670529e-05,0.002926688296234,0.0,0.002926688296234,0,0,0,0,0,0,1,0,0,1,1
honorable,1,9,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,9.795624370463778e-06,0.002556657960691,0.0,0.002556657960691,0,0,0,0,0,0,1,0,0,1,1
hood,3,4,3.4155805120638303e-06,18.159437769520164,NN,2,7.027905996569885,14.05581199313977,1.330799024240434e-05,0.0034733854532675,0.0,0.0025194142307115,1,0,1,1,0,1,0,0,0,0,-1
hoot,2,4,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,2.655881439694315e-05,0.0069318505576021,0.0,0.0048636027657923,1,0,1,0,0,1,0,0,0,0,-1
hope,272,4,0.0003096792997604,11.65693742899098,VB,135,0.9510903995190536,128.39720393507224,0.0002834786505715,0.0739879277991869,0.000183519613993,0.0041984567371353,0,1,0,0,1,0,1,0,1,1,1
hopeful,8,7,9.10821469883688e-06,16.744400270241318,JJ,8,5.027905996569885,40.22324797255908,3.950327865162247e-05,0.0103103557280734,0.0,0.0024743631872883,0,1,0,0,1,0,1,0,1,1,1
hopeless,20,8,2.2770536747092204e-05,15.422472175353958,NN,14,4.22055107451228,59.087715043171926,9.395893880987315e-05,0.0245232830293769,0.0,0.0073657086815223,0,0,0,1,0,1,0,1,0,0,-1
horde,1,5,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,2.128599344169984e-05,0.0055556442882836,0.0,0.0055556442882836,0,0,0,0,0,1,0,0,1,0,-1
horizon,12,7,1.366232204825532e-05,16.159437769520164,NN,9,4.857980995127572,43.721828956148144,6.317144665121854e-05,0.016487747575968,0.0,0.0040115450001053,0,1,0,0,0,0,1,0,0,0,1
horrible,55,8,6.261897605450355e-05,13.96304055671666,JJ,37,2.818452630940935,104.28274734481458,0.0001745602282713,0.0455602195788126,0.0,0.0031793035882018,1,0,1,1,0,1,0,0,0,0,-1
horrid,10,6,1.1385268373546102e-05,16.422472175353956,NN,10,4.705977901682522,47.059779016825225,4.775126512775904e-05,0.0124630801983451,0.0,0.0024232635950991,1,0,1,1,0,1,0,1,0,0,-1
horrified,10,9,1.1385268373546102e-05,16.422472175353956,VB,9,4.857980995127572,43.721828956148144,4.1353545870587374e-05,0.0107932754722233,0.0,0.0034811759191168,0,0,0,1,0,1,0,0,0,0,-1
horror,87,6,9.905183484985109e-05,13.30145677439259,NN,58,2.169925001442312,125.8556500836541,0.0001758902502222,0.0459073553080109,0.0,0.0024960793728247,1,0,1,1,0,1,0,1,1,0,-1
horrors,6,7,6.8311610241276606e-06,17.159437769520164,NN,5,5.705977901682522,28.52988950841261,3.459704258287212e-05,0.0090298281141296,0.0,0.0041955719865312,0,0,0,1,0,1,0,1,0,0,-1
hospital,60,8,6.831161024127661e-05,13.8375096746328,NN,30,3.1210154009613658,93.63046202884097,0.0002425582667642,0.0633077076254782,0.0,0.0137247818863736,0,0,0,1,0,0,0,1,0,1,0
hostage,2,7,2.2770536747092203e-06,18.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.479473810642437e-05,0.0038614266457767,0.0,0.0038614266457767,1,0,0,1,0,1,0,0,0,0,-1
hostile,4,7,4.554107349418441e-06,17.744400270241318,JJ,4,6.027905996569885,24.11162398627954,4.179649893552611e-05,0.0109088862221723,0.0,0.0043617264808754,1,0,1,1,0,1,0,0,0,0,-1
hostility,2,9,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.504375910870798e-05,0.0039264211273727,0.0,0.0021812247040874,1,0,1,0,0,1,0,0,0,0,-1
howl,5,4,5.692634186773051e-06,17.422472175353956,NN,4,6.027905996569885,24.11162398627954,2.4322127978541324e-05,0.0063480754023992,0.0,0.0028561506735701,1,0,1,1,0,1,0,1,1,0,-1
humanity,3,8,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,1.7642129049332254e-05,0.0046045956818757,0.0,0.002012162241052,0,0,0,0,1,0,1,0,0,1,1
humble,11,6,1.252379521090071e-05,16.28496865160402,JJ,10,4.705977901682522,47.059779016825225,6.170154316693204e-05,0.0161041027665692,0.0,0.003188331911709,0,0,1,0,0,1,1,1,0,0,0
humbug,4,6,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,3.955588654086097e-05,0.0103240863871647,0.0,0.004197706125745,1,0,1,0,0,1,0,1,0,0,-1
humiliate,1,9,1.1385268373546102e-06,19.74440027024132,VB,1,8.027905996569885,8.027905996569885,1.5004029523539642e-05,0.0039160517056438,0.0,0.0039160517056438,1,0,0,0,0,1,0,1,0,0,-1
humiliation,3,11,3.4155805120638303e-06,18.159437769520164,NN,2,7.027905996569885,14.05581199313977,1.561344728477864e-05,0.0040751097413272,0.0,0.0023504702329665,0,0,1,0,0,1,0,1,0,0,-1
humility,2,8,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.993963356192249e-05,0.0052042443596617,0.0,0.0027690724966784,0,0,0,0,0,0,1,0,0,1,1
humorous,5,8,5.692634186773051e-06,17.422472175353956,JJ,5,5.705977901682522,28.52988950841261,2.604350324664649e-05,0.0067973543473747,0.0,0.0018831610236575,0,0,0,0,1,0,1,0,0,0,1
hungry,12,6,1.366232204825532e-05,16.159437769520164,JJ,11,4.568474377932588,50.25321815725847,6.528998362806819e-05,0.0170406857269257,0.0,0.0039180740805596,0,1,0,0,0,1,0,0,0,0,-1
hunter,42,6,4.781812716889362e-05,14.35208284746256,NN,8,5.027905996569885,40.22324797255908,0.0001448955467524,0.0378177377023925,0.0,0.0100759639209817,0,1,0,1,0,1,0,1,0,0,-1
hunting,22,7,2.504759042180142e-05,15.284968651604022,VB,17,3.940443155319545,66.98753364043226,7.179824343449167e-05,0.0187393415364023,0.0,0.0017006660143804,1,1,0,1,0,1,0,0,0,0,-1
hurrah,1,6,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,9.374660324064696e-06,0.0024467863445808,0.0,0.0024467863445808,0,0,0,0,1,0,1,0,0,0,1
hurried,116,7,0.0001320691131331,12.886419275113749,VB,79,1.7241252483927816,136.20589462302974,0.0001974528353672,0.05153519003085,0.0,0.0018689704589623,0,1,0,0,0,1,0,0,0,0,-1
hurt,44,4,5.009518084360284e-05,14.284968651604022,VB,38,2.779978483126299,105.63918235879936,0.000147474480917,0.0384908395193617,0.0,0.0039127072246675,1,0,0,1,0,1,0,1,0,0,-1
hurting,1,7,1.1385268373546102e-06,19.74440027024132,VB,1,8.027905996569885,8.027905996569885,1.4135230019878798e-05,0.0036892950351883,0.0,0.0036892950351883,1,0,0,1,0,1,0,1,0,0,-1
hut,30,3,3.4155805120638304e-05,14.8375096746328,NN,9,4.857980995127572,43.721828956148144,0.0001426982887235,0.0372442533568547,0.0,0.0122676287755746,0,0,0,0,0,0,1,1,0,0,1
hymn,1,4,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,9.05187184321844e-06,0.00236253855108,0.0,0.00236253855108,0,1,0,0,1,0,1,1,0,1,1
hypocrite,3,9,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,2.317611821833369e-05,0.006048966854985,0.0,0.0029406405731851,0,0,1,0,0,1,0,0,0,0,-1
hypothesis,24,10,2.732464409651064e-05,15.159437769520164,NN,22,3.568474377932587,78.50643631451692,9.901877613563937e-05,0.0258439005714018,0.0,0.0030369994705809,0,1,0,0,0,0,0,0,1,0,0
hysterical,12,10,1.366232204825532e-05,16.159437769520164,JJ,10,4.705977901682522,47.059779016825225,6.851388048680642e-05,0.0178821228070564,0.0,0.0029013427260681,1,0,0,1,0,1,0,0,0,0,-1
idiocy,1,6,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,9.374660324064696e-06,0.0024467863445808,0.0,0.0024467863445808,1,0,1,0,0,1,0,1,0,0,-1
idiot,23,5,2.6186117259156032e-05,15.220838314184308,NN,21,3.635588573791124,76.34736004961361,0.0001315789655263,0.0343421100023769,0.0,0.0057028840373194,0,0,1,0,0,1,0,0,0,0,-1
idiotic,5,7,5.692634186773051e-06,17.422472175353956,JJ,5,5.705977901682522,28.52988950841261,5.14491815559801e-05,0.0134282363861108,0.0,0.0037293973213611,1,0,1,0,0,1,0,0,0,0,-1
ignorant,12,8,1.366232204825532e-05,16.159437769520164,JJ,12,4.442943495848728,53.31532195018474,4.973235617889962e-05,0.0129801449626928,0.0,0.0029038846378096,0,0,1,0,0,1,0,0,0,0,-1
ill,450,3,0.0005123370768095,10.930619079024282,NN,173,0.5932777689331599,102.63705402543664,0.0003146418709592,0.0821215283203678,0.0002162879215942,0.0021973250701228,1,0,1,1,0,1,0,1,0,0,-1
illegal,3,7,3.4155805120638303e-06,18.159437769520164,JJ,3,6.442943495848728,19.328830487546185,1.4042716893195564e-05,0.003665149109124,0.0,0.0023774699246674,1,0,1,1,0,1,0,1,0,0,-1
illegitimate,1,12,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,1.8071833444921425e-05,0.0047167485291244,0.0,0.0047167485291244,1,0,1,1,0,1,0,1,1,0,-1
illiterate,1,10,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.1730839253720925e-05,0.0030617490452211,0.0,0.0030617490452211,0,0,1,0,0,1,0,0,0,0,-1
illness,20,7,2.2770536747092204e-05,15.422472175353958,NN,12,4.442943495848728,53.31532195018474,5.679849464532611e-05,0.0148244071024301,0.0,0.0030828084206555,0,0,0,1,0,1,0,1,0,0,-1
illuminate,1,10,1.1385268373546102e-06,19.74440027024132,VB,1,8.027905996569885,8.027905996569885,6.512441355760378e-06,0.0016997471938534,0.0,0.0016997471938534,0,1,0,0,1,0,1,0,1,0,1
illumination,2,12,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.5372953739129198e-05,0.0040123409259127,0.0,0.0027303442100116,0,0,0,0,1,0,1,0,1,1,1
illusion,6,8,6.8311610241276606e-06,17.159437769520164,NN,6,5.442943495848728,32.65766097509237,5.924622138164062e-05,0.0154632637806082,0.0,0.0031407637021631,0,0,0,0,0,1,0,0,1,0,-1
immaculate,2,10,2.2770536747092203e-06,18.74440027024132,VB,2,7.027905996569885,14.05581199313977,1.6193820451926618e-05,0.0042265871379528,0.0,0.0024035246226299,0,0,0,0,1,0,1,0,0,1,1
immediately,114,11,0.0001297920594584,12.911510256076578,RB,84,1.6355885737911242,137.38944019845442,0.0002387297491509,0.0623084645283864,0.0,0.0028644283253785,0,1,0,0,0,1,1,0,0,0,0
imminent,6,8,6.8311610241276606e-06,17.159437769520164,JJ,5,5.705977901682522,28.52988950841261,2.631695434521559e-05,0.0068687250841012,0.0,0.0017396274090495,0,1,0,1,0,0,0,0,0,0,0
immoral,1,7,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,1.180739367495442e-05,0.0030817297491631,0.0,0.0030817297491631,1,0,1,1,0,1,0,1,0,0,-1
immovable,5,9,5.692634186773051e-06,17.422472175353956,JJ,5,5.705977901682522,28.52988950841261,7.587405722470772e-05,0.0198031289356487,0.0,0.0099929560449781,0,0,0,0,0,1,1,0,0,1,0
impart,3,6,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,2.8033267730428628e-05,0.0073166828776418,0.0,0.0029995081451809,0,0,0,0,0,0,1,0,0,1,1
impartial,1,9,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,5.513221101139319e-06,0.0014389507073973,0.0,0.0014389507073973,0,0,0,0,0,0,1,0,0,1,1
impartiality,1,12,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,9.374660324064696e-06,0.0024467863445808,0.0,0.0024467863445808,0,0,0,0,0,0,1,0,0,1,1
impatient,20,9,2.2770536747092204e-05,15.422472175353958,JJ,20,3.7059779016825214,74.11955803365045,8.650425721037642e-05,0.0225776111319082,0.0,0.0021558917403621,0,1,0,0,0,1,0,0,0,0,-1
impeccable,2,10,2.2770536747092203e-06,18.74440027024132,JJ,2,7.027905996569885,14.05581199313977,1.840184736025239e-05,0.0048028821610258,0.0,0.0030476608831612,0,0,0,0,0,0,1,0,0,1,1
impending,4,9,4.554107349418441e-06,17.744400270241318,VB,4,6.027905996569885,24.11162398627954,3.8368519527828766e-05,0.0100141835967633,0.0,0.0045119056860553,0,1,0,1,0,0,0,0,0,0,0
implicate,5,9,5.692634186773051e-06,17.422472175353956,VB,5,5.705977901682522,28.52988950841261,1.9053296506481987e-05,0.0049729103881917,0.0,0.001829425425355,1,0,0,0,0,1,0,0,0,0,-1
importance,146,10,0.0001662249182537,12.554575711361302,NN,80,1.7059779016825225,136.4782321346018,0.0002374143921538,0.0619651563521486,0.0,0.0035102425960545,0,1,0,0,0,0,1,0,0,0,1
important,138,9,0.0001571167035549,12.635875813463151,JJ,93,1.4887471854618533,138.45348824795235,0.000255816235908,0.0667680375720099,0.0,0.004040019499218,0,0,0,0,0,0,1,0,0,1,1
impossible,169,10,0.0001924110355129,12.343520833959134,JJ,105,1.3136604789037618,137.934350284895,0.0002528779547038,0.0660011461777076,0.0,0.0024462951190014,0,0,0,0,0,1,0,1,0,0,-1
impotence,2,9,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.552218867650036e-05,0.0040512912445665,0.0,0.0020682477918098,1,0,0,1,0,1,0,1,0,0,-1
imprisoned,7,10,7.969687861482271e-06,16.937045348183716,JJ,7,5.22055107451228,36.54385752158596,4.835723937307721e-05,0.0126212394763731,0.0,0.0037967644178271,1,0,1,1,0,1,0,1,0,0,-1
